# Gene Family	SRS1007613.ko	tiny-test-data-mt.ko
K03455: monovalent cation:H+ antiporter-2, CPA2 family|g__Escherichia.s__Escherichia_coli	17.318	0
K03459: formate transporter	18.424	0
K03459: formate transporter|g__Escherichia.s__Escherichia_coli	18.424	0
K03470: ribonuclease HII [EC:3.1.26.4]	175.526	0
K03470: ribonuclease HII [EC:3.1.26.4]|g__Escherichia.s__Escherichia_coli	12.911	0
K03470: ribonuclease HII [EC:3.1.26.4]|g__Polaromonas.s__Polaromonas_naphthalenivorans	26.017	0
K03470: ribonuclease HII [EC:3.1.26.4]|g__Staphylococcus.s__Staphylococcus_epidermidis	136.598	0
K03473: erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]	26.842	0
K03473: erythronate-4-phosphate dehydrogenase [EC:1.1.1.290]|g__Escherichia.s__Escherichia_coli	26.842	0
K03474: pyridoxine 5-phosphate synthase [EC:2.6.99.2]	121.658	0
K03474: pyridoxine 5-phosphate synthase [EC:2.6.99.2]|g__Chromobacterium.s__Chromobacterium_violaceum	10.001	0
K03474: pyridoxine 5-phosphate synthase [EC:2.6.99.2]|g__Escherichia.s__Escherichia_coli	57.032	0
K03474: pyridoxine 5-phosphate synthase [EC:2.6.99.2]|g__Roseobacter.s__Roseobacter_denitrificans	54.625	0
K03476: L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]	14.613	0
K03476: L-ascorbate 6-phosphate lactonase [EC:3.1.1.-]|unclassified	14.613	0
K03478: chitin disaccharide deacetylase [EC:3.5.1.105]	432.855	0
K03478: chitin disaccharide deacetylase [EC:3.5.1.105]|g__Escherichia.s__Escherichia_coli	83.699	0
K03478: chitin disaccharide deacetylase [EC:3.5.1.105]|g__Staphylococcus.s__Staphylococcus_epidermidis	349.156	0
K03485: LacI family transcriptional regulator, trehalose operon repressor	18.494	0
K03485: LacI family transcriptional regulator, trehalose operon repressor|g__Escherichia.s__Escherichia_coli	18.494	0
K03495: tRNA uridine 5-carboxymethylaminomethyl modification enzyme	29.742	0
K03495: tRNA uridine 5-carboxymethylaminomethyl modification enzyme|g__Escherichia.s__Escherichia_coli	29.742	0
K03497: ParB family transcriptional regulator, chromosome partitioning protein	132.476	0
K03497: ParB family transcriptional regulator, chromosome partitioning protein|g__Corynebacterium.s__Corynebacterium_glutamicum	10.223	0
K03497: ParB family transcriptional regulator, chromosome partitioning protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	122.254	0
K03499: trk system potassium uptake protein	66.926	0
K03499: trk system potassium uptake protein|g__Roseobacter.s__Roseobacter_denitrificans	66.926	0
K03517: quinolinate synthase [EC:2.5.1.72]	29.724	0
K03517: quinolinate synthase [EC:2.5.1.72]|g__Corynebacterium.s__Corynebacterium_glutamicum	29.724	0
K03521: electron transfer flavoprotein beta subunit	10.559	0
K03521: electron transfer flavoprotein beta subunit|g__Escherichia.s__Escherichia_coli	10.559	0
K03522: electron transfer flavoprotein alpha subunit	61.888	0
K03522: electron transfer flavoprotein alpha subunit|unclassified	61.888	0
K03525: type III pantothenate kinase [EC:2.7.1.33]	27.855	0
K03525: type III pantothenate kinase [EC:2.7.1.33]|g__Roseobacter.s__Roseobacter_denitrificans	27.855	0
K03526: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	39.958	0
K03526: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]|g__Chromobacterium.s__Chromobacterium_violaceum	8.574	0
K03526: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]|g__Polaromonas.s__Polaromonas_naphthalenivorans	8.209	0
K03526: (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]|g__Roseobacter.s__Roseobacter_denitrificans	23.174	0
K03527: 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	13.377	0
K03527: 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]|g__Chromobacterium.s__Chromobacterium_violaceum	8.293	0
K03527: 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]|g__Escherichia.s__Escherichia_coli	5.084	0
K03544: ATP-dependent Clp protease ATP-binding subunit ClpX	32.716	0
K03544: ATP-dependent Clp protease ATP-binding subunit ClpX|g__Chromobacterium.s__Chromobacterium_violaceum	4.661	0
K03544: ATP-dependent Clp protease ATP-binding subunit ClpX|g__Corynebacterium.s__Corynebacterium_glutamicum	22.487	0
K03544: ATP-dependent Clp protease ATP-binding subunit ClpX|g__Escherichia.s__Escherichia_coli	5.567	0
K03546: DNA repair protein SbcC/Rad50	77.24	0
K03546: DNA repair protein SbcC/Rad50|g__Escherichia.s__Escherichia_coli	26.493	0
K03546: DNA repair protein SbcC/Rad50|g__Polaromonas.s__Polaromonas_naphthalenivorans	50.746	0
K03547: DNA repair protein SbcD/Mre11	26.797	0
K03547: DNA repair protein SbcD/Mre11|g__Escherichia.s__Escherichia_coli	26.797	0
K03548: putative permease	54.545	0
K03548: putative permease|g__Staphylococcus.s__Staphylococcus_epidermidis	54.545	0
K03549: KUP system potassium uptake protein	67.466	0
K03549: KUP system potassium uptake protein|g__Chromobacterium.s__Chromobacterium_violaceum	43.153	0
K03549: KUP system potassium uptake protein|g__Escherichia.s__Escherichia_coli	24.313	0
K03550: holliday junction DNA helicase RuvA [EC:3.6.4.12]	69.872	0
K03550: holliday junction DNA helicase RuvA [EC:3.6.4.12]|g__Escherichia.s__Escherichia_coli	69.872	0
K03551: holliday junction DNA helicase RuvB [EC:3.6.4.12]	151.998	0
K03551: holliday junction DNA helicase RuvB [EC:3.6.4.12]|g__Chromobacterium.s__Chromobacterium_violaceum	14.396	0
K03551: holliday junction DNA helicase RuvB [EC:3.6.4.12]|g__Corynebacterium.s__Corynebacterium_glutamicum	16.246	0
K03551: holliday junction DNA helicase RuvB [EC:3.6.4.12]|g__Escherichia.s__Escherichia_coli	51.139	0
K03551: holliday junction DNA helicase RuvB [EC:3.6.4.12]|g__Polaromonas.s__Polaromonas_naphthalenivorans	3.965	0
K03551: holliday junction DNA helicase RuvB [EC:3.6.4.12]|g__Roseobacter.s__Roseobacter_denitrificans	52.647	0
K03551: holliday junction DNA helicase RuvB [EC:3.6.4.12]|g__Staphylococcus.s__Staphylococcus_epidermidis	13.604	0
K03554: recombination associated protein RdgC	7.696	0
K03554: recombination associated protein RdgC|unclassified	7.696	0
K03555: DNA mismatch repair protein MutS	31.141	0
K03555: DNA mismatch repair protein MutS|g__Escherichia.s__Escherichia_coli	20.602	0
K03555: DNA mismatch repair protein MutS|g__Roseobacter.s__Roseobacter_denitrificans	10.54	0
K03558: membrane protein required for colicin V production	87.334	0
K03558: membrane protein required for colicin V production|g__Chromobacterium.s__Chromobacterium_violaceum	87.334	0
K03559: biopolymer transport protein ExbD	33.45	0
K03559: biopolymer transport protein ExbD|g__Chromobacterium.s__Chromobacterium_violaceum	33.45	0
K03560: biopolymer transport protein TolR	273.738	0
K03560: biopolymer transport protein TolR|g__Polaromonas.s__Polaromonas_naphthalenivorans	227.339	0
K03560: biopolymer transport protein TolR|unclassified	46.399	0
K03561: biopolymer transport protein ExbB	14.016	0
K03561: biopolymer transport protein ExbB|g__Escherichia.s__Escherichia_coli	14.016	0
K03564: thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	33.172	0
K03564: thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]|g__Corynebacterium.s__Corynebacterium_glutamicum	33.172	0
K03565: regulatory protein	134.876	0
K03565: regulatory protein|g__Corynebacterium.s__Corynebacterium_glutamicum	134.876	0
K03567: glycine cleavage system transcriptional repressor	83.868	0
K03567: glycine cleavage system transcriptional repressor|g__Escherichia.s__Escherichia_coli	83.868	0
K03569: rod shape-determining protein MreB and related proteins	134.32	0
K03569: rod shape-determining protein MreB and related proteins|g__Escherichia.s__Escherichia_coli	120.478	0
K03569: rod shape-determining protein MreB and related proteins|g__Roseobacter.s__Roseobacter_denitrificans	13.842	0
K03570: rod shape-determining protein MreC	14.705	0
K03570: rod shape-determining protein MreC|g__Escherichia.s__Escherichia_coli	14.705	0
K03571: rod shape-determining protein MreD	85.785	0
K03571: rod shape-determining protein MreD|g__Polaromonas.s__Polaromonas_naphthalenivorans	85.785	0
K03573: DNA mismatch repair protein MutH	11.954	0
K03573: DNA mismatch repair protein MutH|g__Escherichia.s__Escherichia_coli	11.954	0
K03574: 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	104.279	0
K03574: 8-oxo-dGTP diphosphatase [EC:3.6.1.55]|g__Corynebacterium.s__Corynebacterium_glutamicum	18.387	0
K03574: 8-oxo-dGTP diphosphatase [EC:3.6.1.55]|g__Staphylococcus.s__Staphylococcus_epidermidis	85.892	0
K03576: LysR family transcriptional regulator, regulator for metE and metH	30.826	0
K03576: LysR family transcriptional regulator, regulator for metE and metH|g__Escherichia.s__Escherichia_coli	30.826	0
K03577: TetR/AcrR family transcriptional regulator, acrAB operon repressor	19.046	0
K03577: TetR/AcrR family transcriptional regulator, acrAB operon repressor|g__Chromobacterium.s__Chromobacterium_violaceum	19.046	0
K03579: ATP-dependent helicase HrpB [EC:3.6.4.13]	5.314	0
K03579: ATP-dependent helicase HrpB [EC:3.6.4.13]|unclassified	5.314	0
K03580: ATP-dependent helicase HepA [EC:3.6.4.-]	36.608	0
K03580: ATP-dependent helicase HepA [EC:3.6.4.-]|g__Escherichia.s__Escherichia_coli	36.608	0
K03584: DNA repair protein RecO (recombination protein O)	123.907	0
K03584: DNA repair protein RecO (recombination protein O)|g__Chromobacterium.s__Chromobacterium_violaceum	48.104	0
K03584: DNA repair protein RecO (recombination protein O)|g__Escherichia.s__Escherichia_coli	49.017	0
K03584: DNA repair protein RecO (recombination protein O)|unclassified	26.785	0
K03585: membrane fusion protein, multidrug efflux system	2.235	0
K03585: membrane fusion protein, multidrug efflux system|unclassified	2.235	0
K03586: cell division protein FtsL	31.845	0
K03586: cell division protein FtsL|g__Escherichia.s__Escherichia_coli	31.845	0
K03588: cell division protein FtsW	16.062	0
K03588: cell division protein FtsW|g__Escherichia.s__Escherichia_coli	16.062	0
K03589: cell division protein FtsQ	50.245	0
K03589: cell division protein FtsQ|g__Chromobacterium.s__Chromobacterium_violaceum	50.245	0
K03590: cell division protein FtsA	11.155	0
K03590: cell division protein FtsA|unclassified	11.155	0
K03592: PmbA protein	40.858	0
K03592: PmbA protein|g__Roseobacter.s__Roseobacter_denitrificans	40.858	0
K03594: bacterioferritin [EC:1.16.3.1]	20.662	0
K03594: bacterioferritin [EC:1.16.3.1]|unclassified	20.662	0
K03595: GTPase	73.202	0
K03595: GTPase|unclassified	73.202	0
K03596: GTP-binding protein LepA	80.651	0
K03596: GTP-binding protein LepA|g__Chromobacterium.s__Chromobacterium_violaceum	11.501	0
K03596: GTP-binding protein LepA|g__Corynebacterium.s__Corynebacterium_glutamicum	18.885	0
K03596: GTP-binding protein LepA|g__Escherichia.s__Escherichia_coli	29.234	0
K03596: GTP-binding protein LepA|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.827	0
K03596: GTP-binding protein LepA|g__Staphylococcus.s__Staphylococcus_epidermidis	2.205	0
K03598: sigma-E factor negative regulatory protein RseB	79.748	0
K03598: sigma-E factor negative regulatory protein RseB|g__Escherichia.s__Escherichia_coli	79.748	0
K03600: stringent starvation protein B	16.751	0
K03600: stringent starvation protein B|unclassified	16.751	0
K03601: exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	44.925	0
K03601: exodeoxyribonuclease VII large subunit [EC:3.1.11.6]|g__Chromobacterium.s__Chromobacterium_violaceum	10.84	0
K03601: exodeoxyribonuclease VII large subunit [EC:3.1.11.6]|g__Polaromonas.s__Polaromonas_naphthalenivorans	34.085	0
K03602: exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	64.203	0
K03602: exodeoxyribonuclease VII small subunit [EC:3.1.11.6]|g__Escherichia.s__Escherichia_coli	64.203	0
K03603: GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA	11.245	0
K03603: GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA|g__Escherichia.s__Escherichia_coli	11.245	0
K03605: hydrogenase maturation protease [EC:3.4.23.-]	37.553	0
K03605: hydrogenase maturation protease [EC:3.4.23.-]|g__Escherichia.s__Escherichia_coli	37.553	0
K03607: ProP effector	48.088	0
K03607: ProP effector|g__Escherichia.s__Escherichia_coli	48.088	0
K03609: septum site-determining protein MinD	22.354	0
K03609: septum site-determining protein MinD|g__Chromobacterium.s__Chromobacterium_violaceum	12.173	0
K03609: septum site-determining protein MinD|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.181	0
K03611: protein dithiol:quinone oxidoreductase [EC:1.8.5.9]	198.775	0
K03611: protein dithiol:quinone oxidoreductase [EC:1.8.5.9]|g__Escherichia.s__Escherichia_coli	152.118	0
K03611: protein dithiol:quinone oxidoreductase [EC:1.8.5.9]|unclassified	46.657	0
K03612: Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G	40.469	0
K03612: Na+-translocating ferredoxin:NAD+ oxidoreductase subunit G|unclassified	40.469	0
K03613: Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E	18.09	0
K03613: Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E|unclassified	18.09	0
K03614: Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]	24.819	0
K03614: Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.2.1.2]|g__Escherichia.s__Escherichia_coli	24.819	0
K03618: hydrogenase-1 operon protein HyaF	74.126	0
K03618: hydrogenase-1 operon protein HyaF|g__Escherichia.s__Escherichia_coli	6.483	0
K03618: hydrogenase-1 operon protein HyaF|g__Polaromonas.s__Polaromonas_naphthalenivorans	48.394	0
K03618: hydrogenase-1 operon protein HyaF|g__Staphylococcus.s__Staphylococcus_epidermidis	19.25	0
K03621: phosphate acyltransferase [EC:2.3.1.274]	45.883	0
K03621: phosphate acyltransferase [EC:2.3.1.274]|g__Escherichia.s__Escherichia_coli	45.883	0
K03623: ribonuclease inhibitor	101.42	0
K03623: ribonuclease inhibitor|g__Escherichia.s__Escherichia_coli	101.42	0
K03624: transcription elongation factor GreA	31.866	0
K03624: transcription elongation factor GreA|g__Escherichia.s__Escherichia_coli	31.866	0
K03625: transcription antitermination protein NusB	207.794	0
K03625: transcription antitermination protein NusB|g__Escherichia.s__Escherichia_coli	24.571	0
K03625: transcription antitermination protein NusB|g__Polaromonas.s__Polaromonas_naphthalenivorans	24.0	0
K03625: transcription antitermination protein NusB|g__Staphylococcus.s__Staphylococcus_epidermidis	159.223	0
K03628: transcription termination factor Rho	29.127	0
K03628: transcription termination factor Rho|g__Escherichia.s__Escherichia_coli	4.217	0
K03628: transcription termination factor Rho|g__Roseobacter.s__Roseobacter_denitrificans	4.523	0
K03628: transcription termination factor Rho|unclassified	20.387	0
K03629: DNA replication and repair protein RecF	19.474	0
K03629: DNA replication and repair protein RecF|unclassified	19.474	0
K03633: chromosome partition protein MukF	5.384	0
K03633: chromosome partition protein MukF|unclassified	5.384	0
K03634: outer membrane lipoprotein carrier protein	37.845	0
K03634: outer membrane lipoprotein carrier protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	37.845	0
K03636: sulfur-carrier protein	40.618	0
K03636: sulfur-carrier protein|g__Escherichia.s__Escherichia_coli	40.618	0
K03637: cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	5.21	0
K03637: cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]|unclassified	5.21	0
K03640: peptidoglycan-associated lipoprotein	179.504	0
K03640: peptidoglycan-associated lipoprotein|g__Escherichia.s__Escherichia_coli	128.697	0
K03640: peptidoglycan-associated lipoprotein|unclassified	50.807	0
K03641: TolB protein	16.927	0
K03641: TolB protein|g__Escherichia.s__Escherichia_coli	16.927	0
K03642: rare lipoprotein A	38.396	0
K03642: rare lipoprotein A|g__Polaromonas.s__Polaromonas_naphthalenivorans	38.396	0
K03643: LPS-assembly lipoprotein	14.306	0
K03643: LPS-assembly lipoprotein|unclassified	14.306	0
K03644: lipoyl synthase [EC:2.8.1.8]	12.099	0
K03644: lipoyl synthase [EC:2.8.1.8]|g__Roseobacter.s__Roseobacter_denitrificans	12.099	0
K03645: negative modulator of initiation of replication	39.274	0
K03645: negative modulator of initiation of replication|g__Escherichia.s__Escherichia_coli	39.274	0
K03648: uracil-DNA glycosylase [EC:3.2.2.27]	40.184	0
K03648: uracil-DNA glycosylase [EC:3.2.2.27]|g__Escherichia.s__Escherichia_coli	40.184	0
K03649: double-stranded uracil-DNA glycosylase [EC:3.2.2.28]	52.156	0
K03649: double-stranded uracil-DNA glycosylase [EC:3.2.2.28]|g__Escherichia.s__Escherichia_coli	52.156	0
K03650: tRNA modification GTPase [EC:3.6.-.-]	17.866	0
K03650: tRNA modification GTPase [EC:3.6.-.-]|g__Escherichia.s__Escherichia_coli	7.384	0
K03650: tRNA modification GTPase [EC:3.6.-.-]|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.482	0
K03651: 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]	53.021	0
K03651: 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]|g__Escherichia.s__Escherichia_coli	31.907	0
K03651: 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]|g__Roseobacter.s__Roseobacter_denitrificans	21.114	0
K03655: ATP-dependent DNA helicase RecG [EC:3.6.4.12]	18.765	0
K03655: ATP-dependent DNA helicase RecG [EC:3.6.4.12]|g__Chromobacterium.s__Chromobacterium_violaceum	2.35	0
K03655: ATP-dependent DNA helicase RecG [EC:3.6.4.12]|g__Escherichia.s__Escherichia_coli	16.415	0
K03657: DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	45.54	0
K03657: DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]|g__Corynebacterium.s__Corynebacterium_glutamicum	12.363	0
K03657: DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]|g__Polaromonas.s__Polaromonas_naphthalenivorans	33.177	0
K03664: SsrA-binding protein	87.667	0
K03664: SsrA-binding protein|g__Chromobacterium.s__Chromobacterium_violaceum	37.91	0
K03664: SsrA-binding protein|g__Corynebacterium.s__Corynebacterium_glutamicum	49.757	0
K03665: GTPase	42.294	0
K03665: GTPase|g__Chromobacterium.s__Chromobacterium_violaceum	42.294	0
K03666: host factor-I protein	23.009	0
K03666: host factor-I protein|unclassified	23.009	0
K03671: thioredoxin 1	82.304	0
K03671: thioredoxin 1|g__Chromobacterium.s__Chromobacterium_violaceum	21.401	0
K03671: thioredoxin 1|g__Polaromonas.s__Polaromonas_naphthalenivorans	44.98	0
K03671: thioredoxin 1|unclassified	15.922	0
K03672: thioredoxin 2 [EC:1.8.1.8]	1990.29	0
