# Gene Family	SRS1007613.pfam	tiny-test-data-mt.pfam
PF05681: Fumarate hydratase (Fumerase)|g__Escherichia.s__Escherichia_coli	36.988	0
PF05681: Fumarate hydratase (Fumerase)|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.0	0
PF05681: Fumarate hydratase (Fumerase)|unclassified	16.455	0
PF05683: Fumarase C-terminus	275.17	0
PF05683: Fumarase C-terminus|g__Escherichia.s__Escherichia_coli	101.646	0
PF05683: Fumarase C-terminus|g__Polaromonas.s__Polaromonas_naphthalenivorans	30.0	0
PF05683: Fumarase C-terminus|unclassified	143.525	0
PF05690: Thiazole biosynthesis protein ThiG	27.751	0
PF05690: Thiazole biosynthesis protein ThiG|unclassified	27.751	0
PF05697: Bacterial trigger factor protein (TF)	175.095	0
PF05697: Bacterial trigger factor protein (TF)|g__Escherichia.s__Escherichia_coli	128.406	0
PF05697: Bacterial trigger factor protein (TF)|unclassified	46.689	0
PF05698: Bacterial trigger factor protein (TF) C-terminus	55.684	0
PF05698: Bacterial trigger factor protein (TF) C-terminus|unclassified	55.684	0
PF05708: Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family	57.48	0
PF05708: Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family|g__Escherichia.s__Escherichia_coli	57.48	0
PF05713: Bacterial mobilisation protein (MobC)	2147.317	0
PF05713: Bacterial mobilisation protein (MobC)|g__Escherichia.s__Escherichia_coli	1326.86	0
PF05713: Bacterial mobilisation protein (MobC)|g__Staphylococcus.s__Staphylococcus_epidermidis	820.457	0
PF05721: Phytanoyl-CoA dioxygenase (PhyH)	32.779	0
PF05721: Phytanoyl-CoA dioxygenase (PhyH)|g__Roseobacter.s__Roseobacter_denitrificans	32.779	0
PF05724: Thiopurine S-methyltransferase (TPMT)	29.055	0
PF05724: Thiopurine S-methyltransferase (TPMT)|unclassified	29.055	0
PF05726: Pirin C-terminal cupin domain	143.82	0
PF05726: Pirin C-terminal cupin domain|g__Corynebacterium.s__Corynebacterium_glutamicum	143.82	0
PF05728: Uncharacterised protein family (UPF0227)	138.294	0
PF05728: Uncharacterised protein family (UPF0227)|g__Escherichia.s__Escherichia_coli	138.294	0
PF05732: Firmicute plasmid replication protein (RepL)	497.572	0
PF05732: Firmicute plasmid replication protein (RepL)|g__Staphylococcus.s__Staphylococcus_epidermidis	497.572	0
PF05746: DALR anticodon binding domain	44.448	0
PF05746: DALR anticodon binding domain|g__Escherichia.s__Escherichia_coli	13.648	0
PF05746: DALR anticodon binding domain|unclassified	30.8	0
PF05751: FixH	44.711	0
PF05751: FixH|g__Chromobacterium.s__Chromobacterium_violaceum	44.711	0
PF05762: VWA domain containing CoxE-like protein	137.441	0
PF05762: VWA domain containing CoxE-like protein|g__Escherichia.s__Escherichia_coli	22.052	0
PF05762: VWA domain containing CoxE-like protein|g__Staphylococcus.s__Staphylococcus_epidermidis	104.752	0
PF05762: VWA domain containing CoxE-like protein|unclassified	10.637	0
PF05766: Bacteriophage Lambda NinG protein	13.313	0
PF05766: Bacteriophage Lambda NinG protein|unclassified	13.313	0
PF05768: Glutaredoxin-like domain (DUF836)	995.144	0
PF05768: Glutaredoxin-like domain (DUF836)|g__Corynebacterium.s__Corynebacterium_glutamicum	995.144	0
PF05787: Bacterial protein of unknown function (DUF839)	41.957	0
PF05787: Bacterial protein of unknown function (DUF839)|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.672	0
PF05787: Bacterial protein of unknown function (DUF839)|unclassified	35.285	0
PF05840: Bacteriophage replication gene A protein (GPA)	32.273	0
PF05840: Bacteriophage replication gene A protein (GPA)|unclassified	32.273	0
PF05845: Bacterial phosphonate metabolism protein (PhnH)	135.968	0
PF05845: Bacterial phosphonate metabolism protein (PhnH)|g__Chromobacterium.s__Chromobacterium_violaceum	88.58	0
PF05845: Bacterial phosphonate metabolism protein (PhnH)|g__Escherichia.s__Escherichia_coli	47.388	0
PF05861: Bacterial phosphonate metabolism protein (PhnI)	72.204	0
PF05861: Bacterial phosphonate metabolism protein (PhnI)|g__Chromobacterium.s__Chromobacterium_violaceum	25.681	0
PF05861: Bacterial phosphonate metabolism protein (PhnI)|g__Roseobacter.s__Roseobacter_denitrificans	46.523	0
PF05872: Bacterial protein of unknown function (DUF853)	108.547	0
PF05872: Bacterial protein of unknown function (DUF853)|g__Escherichia.s__Escherichia_coli	10.529	0
PF05872: Bacterial protein of unknown function (DUF853)|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.702	0
PF05872: Bacterial protein of unknown function (DUF853)|g__Roseobacter.s__Roseobacter_denitrificans	5.793	0
PF05872: Bacterial protein of unknown function (DUF853)|unclassified	78.524	0
PF05876: Phage terminase large subunit (GpA)	49.272	0
PF05876: Phage terminase large subunit (GpA)|g__Escherichia.s__Escherichia_coli	34.742	0
PF05876: Phage terminase large subunit (GpA)|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.53	0
PF05899: Protein of unknown function (DUF861)	104.7	0
PF05899: Protein of unknown function (DUF861)|g__Escherichia.s__Escherichia_coli	104.7	0
PF05908: Poly-gamma-glutamate hydrolase	36.716	0
PF05908: Poly-gamma-glutamate hydrolase|g__Staphylococcus.s__Staphylococcus_epidermidis	36.716	0
PF05929: Phage capsid scaffolding protein (GPO) serine peptidase	1414.657	0
PF05929: Phage capsid scaffolding protein (GPO) serine peptidase|g__Escherichia.s__Escherichia_coli	1414.657	0
PF05930: Prophage CP4-57 regulatory protein (AlpA)	107.583	0
PF05930: Prophage CP4-57 regulatory protein (AlpA)|g__Chromobacterium.s__Chromobacterium_violaceum	107.583	0
PF05936: Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE	37.347	0
PF05936: Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE|g__Escherichia.s__Escherichia_coli	28.637	0
PF05936: Bacterial Type VI secretion, VC_A0110, EvfL, ImpJ, VasE|unclassified	8.71	0
PF05940: NnrS protein	18.673	0
PF05940: NnrS protein|g__Polaromonas.s__Polaromonas_naphthalenivorans	13.075	0
PF05940: NnrS protein|unclassified	5.598	0
PF05943: Type VI secretion protein, EvpB/VC_A0108, tail sheath	42.564	0
PF05943: Type VI secretion protein, EvpB/VC_A0108, tail sheath|g__Chromobacterium.s__Chromobacterium_violaceum	13.039	0
PF05943: Type VI secretion protein, EvpB/VC_A0108, tail sheath|unclassified	29.525	0
PF05944: Phage small terminase subunit	37.91	0
PF05944: Phage small terminase subunit|g__Escherichia.s__Escherichia_coli	37.91	0
PF05947: Type VI secretion system, TssF	23.504	0
PF05947: Type VI secretion system, TssF|unclassified	23.504	0
PF05951: Bacterial protein of unknown function (DUF882)	406.697	0
PF05951: Bacterial protein of unknown function (DUF882)|g__Escherichia.s__Escherichia_coli	61.22	0
PF05951: Bacterial protein of unknown function (DUF882)|g__Polaromonas.s__Polaromonas_naphthalenivorans	345.476	0
PF05957: Bacterial protein of unknown function (DUF883)	1239.98	0
PF05957: Bacterial protein of unknown function (DUF883)|g__Escherichia.s__Escherichia_coli	1239.98	0
PF05958: tRNA (Uracil-5-)-methyltransferase	217.844	0
PF05958: tRNA (Uracil-5-)-methyltransferase|g__Escherichia.s__Escherichia_coli	185.497	0
PF05958: tRNA (Uracil-5-)-methyltransferase|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.32	0
PF05958: tRNA (Uracil-5-)-methyltransferase|g__Staphylococcus.s__Staphylococcus_epidermidis	13.871	0
PF05958: tRNA (Uracil-5-)-methyltransferase|unclassified	8.157	0
PF05960: Bacterial protein of unknown function (DUF885)	37.918	0
PF05960: Bacterial protein of unknown function (DUF885)|g__Corynebacterium.s__Corynebacterium_glutamicum	12.192	0
PF05960: Bacterial protein of unknown function (DUF885)|unclassified	25.727	0
PF05962: HutD	197.357	0
PF05962: HutD|g__Escherichia.s__Escherichia_coli	197.357	0
PF05971: RNA methyltransferase	65.761	0
PF05971: RNA methyltransferase|unclassified	65.761	0
PF05973: Phage derived protein Gp49-like (DUF891)	58.819	0
PF05973: Phage derived protein Gp49-like (DUF891)|g__Escherichia.s__Escherichia_coli	58.819	0
PF05977: Transmembrane secretion effector	25.288	0
PF05977: Transmembrane secretion effector|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.288	0
PF05985: Ethanolamine ammonia-lyase light chain (EutC)	35.522	0
PF05985: Ethanolamine ammonia-lyase light chain (EutC)|g__Chromobacterium.s__Chromobacterium_violaceum	15.624	0
PF05985: Ethanolamine ammonia-lyase light chain (EutC)|g__Escherichia.s__Escherichia_coli	8.19	0
PF05985: Ethanolamine ammonia-lyase light chain (EutC)|unclassified	11.708	0
PF05990: Alpha/beta hydrolase of unknown function (DUF900)	12.704	0
PF05990: Alpha/beta hydrolase of unknown function (DUF900)|g__Roseobacter.s__Roseobacter_denitrificans	12.704	0
PF05991: YacP-like NYN domain	19.422	0
PF05991: YacP-like NYN domain|unclassified	19.422	0
PF05992: SbmA/BacA-like family	233.078	0
PF05992: SbmA/BacA-like family|g__Escherichia.s__Escherichia_coli	221.892	0
PF05992: SbmA/BacA-like family|unclassified	11.186	0
PF05995: Cysteine dioxygenase type I	49.223	0
PF05995: Cysteine dioxygenase type I|g__Chromobacterium.s__Chromobacterium_violaceum	49.223	0
PF06007: Phosphonate metabolism protein PhnJ	29.372	0
PF06007: Phosphonate metabolism protein PhnJ|g__Escherichia.s__Escherichia_coli	22.868	0
PF06007: Phosphonate metabolism protein PhnJ|g__Roseobacter.s__Roseobacter_denitrificans	6.504	0
PF06026: Ribose 5-phosphate isomerase A (phosphoriboisomerase A)	175.999	0
PF06026: Ribose 5-phosphate isomerase A (phosphoriboisomerase A)|g__Escherichia.s__Escherichia_coli	32.69	0
PF06026: Ribose 5-phosphate isomerase A (phosphoriboisomerase A)|g__Roseobacter.s__Roseobacter_denitrificans	143.309	0
PF06039: Malate:quinone oxidoreductase (Mqo)	258.906	0
PF06039: Malate:quinone oxidoreductase (Mqo)|g__Corynebacterium.s__Corynebacterium_glutamicum	22.672	0
PF06039: Malate:quinone oxidoreductase (Mqo)|g__Escherichia.s__Escherichia_coli	94.921	0
PF06039: Malate:quinone oxidoreductase (Mqo)|unclassified	141.313	0
PF06041: Bacterial protein of unknown function (DUF924)	16.051	0
PF06041: Bacterial protein of unknown function (DUF924)|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.051	0
PF06042: Nucleotidyltransferase	34.614	0
PF06042: Nucleotidyltransferase|g__Chromobacterium.s__Chromobacterium_violaceum	34.614	0
PF06052: 3-hydroxyanthranilic acid dioxygenase	8.505	0
PF06052: 3-hydroxyanthranilic acid dioxygenase|unclassified	8.505	0
PF06055: Exopolysaccharide synthesis, ExoD	87.204	0
PF06055: Exopolysaccharide synthesis, ExoD|g__Roseobacter.s__Roseobacter_denitrificans	87.204	0
PF06056: Putative ATPase subunit of terminase (gpP-like)	86.478	0
PF06056: Putative ATPase subunit of terminase (gpP-like)|g__Escherichia.s__Escherichia_coli	72.392	0
PF06056: Putative ATPase subunit of terminase (gpP-like)|unclassified	14.085	0
PF06067: Domain of unknown function (DUF932)	83.596	0
PF06067: Domain of unknown function (DUF932)|g__Escherichia.s__Escherichia_coli	41.464	0
PF06067: Domain of unknown function (DUF932)|unclassified	42.132	0
PF06071: Protein of unknown function (DUF933)	72.785	0
PF06071: Protein of unknown function (DUF933)|g__Escherichia.s__Escherichia_coli	13.821	0
PF06071: Protein of unknown function (DUF933)|g__Polaromonas.s__Polaromonas_naphthalenivorans	5.88	0
PF06071: Protein of unknown function (DUF933)|g__Staphylococcus.s__Staphylococcus_epidermidis	24.565	0
PF06071: Protein of unknown function (DUF933)|unclassified	28.518	0
PF06073: Bacterial protein of unknown function (DUF934)	61.24	0
PF06073: Bacterial protein of unknown function (DUF934)|g__Polaromonas.s__Polaromonas_naphthalenivorans	61.24	0
PF06078: Bacterial protein of unknown function (DUF937)	30.017	0
PF06078: Bacterial protein of unknown function (DUF937)|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.725	0
PF06078: Bacterial protein of unknown function (DUF937)|unclassified	13.292	0
PF06080: Protein of unknown function (DUF938)	62.437	0
PF06080: Protein of unknown function (DUF938)|g__Roseobacter.s__Roseobacter_denitrificans	62.437	0
PF06082: Exopolysaccharide biosynthesis protein YbjH	26.01	0
PF06082: Exopolysaccharide biosynthesis protein YbjH|unclassified	26.01	0
PF06094: Gamma-glutamyl cyclotransferase, AIG2-like	1074.974	0
PF06094: Gamma-glutamyl cyclotransferase, AIG2-like|g__Escherichia.s__Escherichia_coli	1064.694	0
PF06094: Gamma-glutamyl cyclotransferase, AIG2-like|g__Roseobacter.s__Roseobacter_denitrificans	10.28	0
PF06097: Bacterial protein of unknown function (DUF945)	386.807	0
PF06097: Bacterial protein of unknown function (DUF945)|g__Chromobacterium.s__Chromobacterium_violaceum	23.499	0
PF06097: Bacterial protein of unknown function (DUF945)|g__Escherichia.s__Escherichia_coli	243.884	0
PF06097: Bacterial protein of unknown function (DUF945)|unclassified	119.424	0
PF06123: Inner membrane protein CreD	11.571	0
PF06123: Inner membrane protein CreD|unclassified	11.571	0
PF06128: Shigella flexneri OspC protein	16.325	0
PF06128: Shigella flexneri OspC protein|g__Chromobacterium.s__Chromobacterium_violaceum	16.325	0
PF06130: Phosphate propanoyltransferase	17.621	0
PF06130: Phosphate propanoyltransferase|g__Escherichia.s__Escherichia_coli	17.621	0
PF06141: Phage minor tail protein U	2322.74	0
PF06141: Phage minor tail protein U|g__Escherichia.s__Escherichia_coli	2322.74	0
PF06144: DNA polymerase III, delta subunit	7.127	0
PF06144: DNA polymerase III, delta subunit|unclassified	7.127	0
PF06146: Phosphate-starvation-inducible E	95.272	0
PF06146: Phosphate-starvation-inducible E|g__Escherichia.s__Escherichia_coli	47.356	0
PF06146: Phosphate-starvation-inducible E|unclassified	47.916	0
PF06147: Protein of unknown function (DUF968)	38.764	0
PF06147: Protein of unknown function (DUF968)|g__Escherichia.s__Escherichia_coli	18.41	0
PF06147: Protein of unknown function (DUF968)|unclassified	20.354	0
PF06154: CbeA_antitoxin, type IV, cytoskeleton bundling-enhancing factor A	399.485	0
PF06154: CbeA_antitoxin, type IV, cytoskeleton bundling-enhancing factor A|g__Escherichia.s__Escherichia_coli	399.485	0
PF06155: Protein of unknown function (DUF971)	28.637	0
PF06155: Protein of unknown function (DUF971)|g__Polaromonas.s__Polaromonas_naphthalenivorans	28.637	0
PF06163: Bacterial protein of unknown function (DUF977)	31.555	0
PF06163: Bacterial protein of unknown function (DUF977)|g__Escherichia.s__Escherichia_coli	31.555	0
PF06167: Glucose-regulated metallo-peptidase M90	18.375	0
PF06167: Glucose-regulated metallo-peptidase M90|unclassified	18.375	0
PF06173: Protein of unknown function (DUF986)	20.625	0
PF06173: Protein of unknown function (DUF986)|g__Escherichia.s__Escherichia_coli	20.625	0
PF06176: Lipopolysaccharide core biosynthesis protein (WaaY)	63.316	0
PF06176: Lipopolysaccharide core biosynthesis protein (WaaY)|g__Escherichia.s__Escherichia_coli	63.316	0
PF06178: Oligogalacturonate-specific porin protein (KdgM)	21.634	0
PF06178: Oligogalacturonate-specific porin protein (KdgM)|g__Escherichia.s__Escherichia_coli	21.634	0
PF06185: YecM protein	19.137	0
PF06185: YecM protein|g__Escherichia.s__Escherichia_coli	19.137	0
PF06189: 5'-nucleotidase	44.203	0
PF06189: 5'-nucleotidase|g__Polaromonas.s__Polaromonas_naphthalenivorans	44.203	0
PF06210: Protein of unknown function (DUF1003)	140.334	0
PF06210: Protein of unknown function (DUF1003)|g__Corynebacterium.s__Corynebacterium_glutamicum	140.334	0
PF06224: Winged helix DNA-binding domain	103.412	0
PF06224: Winged helix DNA-binding domain|g__Escherichia.s__Escherichia_coli	12.525	0
PF06224: Winged helix DNA-binding domain|g__Staphylococcus.s__Staphylococcus_epidermidis	66.112	0
PF06224: Winged helix DNA-binding domain|unclassified	24.775	0
PF06251: Capsule biosynthesis GfcC	76.315	0
PF06251: Capsule biosynthesis GfcC|g__Chromobacterium.s__Chromobacterium_violaceum	56.898	0
PF06251: Capsule biosynthesis GfcC|g__Escherichia.s__Escherichia_coli	19.417	0
PF06252: Protein of unknown function (DUF1018)	93.557	0
PF06252: Protein of unknown function (DUF1018)|g__Chromobacterium.s__Chromobacterium_violaceum	75.463	0
PF06252: Protein of unknown function (DUF1018)|g__Escherichia.s__Escherichia_coli	18.093	0
PF06253: Trimethylamine methyltransferase (MTTB)	7.172	0
PF06253: Trimethylamine methyltransferase (MTTB)|unclassified	7.172	0
PF06259: Alpha/beta hydrolase	29.637	0
PF06259: Alpha/beta hydrolase|g__Corynebacterium.s__Corynebacterium_glutamicum	29.637	0
PF06271: RDD family	226.448	0
PF06271: RDD family|g__Chromobacterium.s__Chromobacterium_violaceum	118.992	0
PF06271: RDD family|g__Corynebacterium.s__Corynebacterium_glutamicum	67.314	0
PF06271: RDD family|unclassified	40.141	0
PF06276: Ferric iron reductase FhuF-like transporter	84.55	0
PF06276: Ferric iron reductase FhuF-like transporter|g__Escherichia.s__Escherichia_coli	84.55	0
PF06277: Ethanolamine utilisation protein EutA	52.895	0
PF06277: Ethanolamine utilisation protein EutA|g__Escherichia.s__Escherichia_coli	44.849	0
PF06277: Ethanolamine utilisation protein EutA|unclassified	8.046	0
PF06295: Protein of unknown function (DUF1043)	471.971	0
PF06295: Protein of unknown function (DUF1043)|g__Escherichia.s__Escherichia_coli	471.971	0
PF06301: Bacteriophage lambda Kil protein	2013.98	0
PF06301: Bacteriophage lambda Kil protein|g__Staphylococcus.s__Staphylococcus_epidermidis	2013.98	0
PF06305: Lipopolysaccharide assembly protein A domain	796.115	0
PF06305: Lipopolysaccharide assembly protein A domain|g__Escherichia.s__Escherichia_coli	796.115	0
PF06315: Isocitrate dehydrogenase kinase/phosphatase (AceK)	44.164	0
PF06315: Isocitrate dehydrogenase kinase/phosphatase (AceK)|g__Escherichia.s__Escherichia_coli	18.544	0
PF06315: Isocitrate dehydrogenase kinase/phosphatase (AceK)|unclassified	25.62	0
PF06319: DNA repair protein MmcB-like	13.918	0
PF06319: DNA repair protein MmcB-like|unclassified	13.918	0
PF06353: Protein of unknown function (DUF1062)	26.765	0
PF06353: Protein of unknown function (DUF1062)|g__Escherichia.s__Escherichia_coli	26.765	0
PF06379: L-rhamnose-proton symport protein (RhaT)	23.865	0
PF06379: L-rhamnose-proton symport protein (RhaT)|unclassified	23.865	0
PF06392: Acid shock protein repeat	663.429	0
PF06392: Acid shock protein repeat|g__Escherichia.s__Escherichia_coli	663.429	0
PF06415: BPG-independent PGAM N-terminus (iPGM_N)	17.7	0
PF06415: BPG-independent PGAM N-terminus (iPGM_N)|g__Chromobacterium.s__Chromobacterium_violaceum	14.304	0
PF06415: BPG-independent PGAM N-terminus (iPGM_N)|g__Escherichia.s__Escherichia_coli	3.396	0
