# Gene Family	SRS1007613.eggnog	tiny-test-data-mt.eggnog
ENOG4105DWT: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	22.672	0
ENOG4105DWT: NO_NAME|g__Escherichia.s__Escherichia_coli	9.559	0
ENOG4105DWT: NO_NAME|unclassified	20.723	0
ENOG4105DWU: NO_NAME	137.317	0
ENOG4105DWU: NO_NAME|g__Escherichia.s__Escherichia_coli	19.636	0
ENOG4105DWU: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	117.68	0
ENOG4105DXH: NO_NAME	14.134	0
ENOG4105DXH: NO_NAME|g__Escherichia.s__Escherichia_coli	14.134	0
ENOG4105DXM: NO_NAME	38.142	0
ENOG4105DXM: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	27.93	0
ENOG4105DXM: NO_NAME|unclassified	10.212	0
ENOG4105DXN: NO_NAME	34.861	0
ENOG4105DXN: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	16.381	0
ENOG4105DXN: NO_NAME|unclassified	18.48	0
ENOG4105DY2: NO_NAME	18.856	0
ENOG4105DY2: NO_NAME|g__Escherichia.s__Escherichia_coli	18.856	0
ENOG4105DY9: NO_NAME	14.688	0
ENOG4105DY9: NO_NAME|g__Escherichia.s__Escherichia_coli	14.688	0
ENOG4105DYA: NO_NAME	66.107	0
ENOG4105DYA: NO_NAME|g__Escherichia.s__Escherichia_coli	66.107	0
ENOG4105DYN: NO_NAME	39.026	0
ENOG4105DYN: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	39.026	0
ENOG4105DYT: NO_NAME	25.345	0
ENOG4105DYT: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	25.345	0
ENOG4105DZ1: NO_NAME	23.579	0
ENOG4105DZ1: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	23.579	0
ENOG4105DZ2: NO_NAME	30.826	0
ENOG4105DZ2: NO_NAME|g__Escherichia.s__Escherichia_coli	30.826	0
ENOG4105DZA: NO_NAME	18.123	0
ENOG4105DZA: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	18.123	0
ENOG4105DZB: NO_NAME	18.09	0
ENOG4105DZB: NO_NAME|unclassified	18.09	0
ENOG4105DZP: NO_NAME	14.271	0
ENOG4105DZP: NO_NAME|g__Escherichia.s__Escherichia_coli	14.271	0
ENOG4105DZQ: NO_NAME	61.374	0
ENOG4105DZQ: NO_NAME|g__Escherichia.s__Escherichia_coli	61.374	0
ENOG4105DZS: NO_NAME	19.81	0
ENOG4105DZS: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	14.934	0
ENOG4105DZS: NO_NAME|unclassified	4.876	0
ENOG4105DZY: NO_NAME	21.328	0
ENOG4105DZY: NO_NAME|g__Escherichia.s__Escherichia_coli	5.959	0
ENOG4105DZY: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	15.369	0
ENOG4105E06: NO_NAME	74.69	0
ENOG4105E06: NO_NAME|g__Escherichia.s__Escherichia_coli	74.69	0
ENOG4105E07: NO_NAME	45.998	0
ENOG4105E07: NO_NAME|g__Escherichia.s__Escherichia_coli	45.998	0
ENOG4105E0A: NO_NAME	86.419	0
ENOG4105E0A: NO_NAME|g__Escherichia.s__Escherichia_coli	86.419	0
ENOG4105E0C: NO_NAME	20.003	0
ENOG4105E0C: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.003	0
ENOG4105E0K: NO_NAME	8.635	0
ENOG4105E0K: NO_NAME|unclassified	8.635	0
ENOG4105E0T: NO_NAME	40.616	0
ENOG4105E0T: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	40.616	0
ENOG4105E0Y: NO_NAME	62.426	0
ENOG4105E0Y: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	49.157	0
ENOG4105E0Y: NO_NAME|g__Escherichia.s__Escherichia_coli	4.423	0
ENOG4105E0Y: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	4.313	0
ENOG4105E0Y: NO_NAME|unclassified	4.533	0
ENOG4105E15: NO_NAME	80.749	0
ENOG4105E15: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	80.749	0
ENOG4105E21: NO_NAME	27.801	0
ENOG4105E21: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	27.801	0
ENOG4105E26: NO_NAME	55.518	0
ENOG4105E26: NO_NAME|g__Escherichia.s__Escherichia_coli	55.518	0
ENOG4105E27: NO_NAME	86.278	0
ENOG4105E27: NO_NAME|g__Escherichia.s__Escherichia_coli	86.278	0
ENOG4105E2A: NO_NAME	24.122	0
ENOG4105E2A: NO_NAME|g__Escherichia.s__Escherichia_coli	24.122	0
ENOG4105E2B: NO_NAME	118.474	0
ENOG4105E2B: NO_NAME|g__Escherichia.s__Escherichia_coli	51.959	0
ENOG4105E2B: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	66.515	0
ENOG4105E2N: NO_NAME	20.589	0
ENOG4105E2N: NO_NAME|g__Escherichia.s__Escherichia_coli	20.589	0
ENOG4105E2S: NO_NAME	26.812	0
ENOG4105E2S: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	26.812	0
ENOG4105E2X: NO_NAME	60.37	0
ENOG4105E2X: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	10.587	0
ENOG4105E2X: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	49.783	0
ENOG4105E2Z: NO_NAME	84.733	0
ENOG4105E2Z: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	39.101	0
ENOG4105E2Z: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	16.786	0
ENOG4105E2Z: NO_NAME|g__Escherichia.s__Escherichia_coli	28.845	0
ENOG4105E33: NO_NAME	126.678	0
ENOG4105E33: NO_NAME|g__Escherichia.s__Escherichia_coli	126.678	0
ENOG4105E39: NO_NAME	149.552	0
ENOG4105E39: NO_NAME|g__Escherichia.s__Escherichia_coli	118.109	0
ENOG4105E39: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	31.443	0
ENOG4105E3B: NO_NAME	9.949	0
ENOG4105E3B: NO_NAME|g__Escherichia.s__Escherichia_coli	9.949	0
ENOG4105E3N: NO_NAME	72.234	0
ENOG4105E3N: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	72.234	0
ENOG4105E3W: NO_NAME	31.062	0
ENOG4105E3W: NO_NAME|g__Escherichia.s__Escherichia_coli	31.062	0
ENOG4105E4F: NO_NAME	63.777	0
ENOG4105E4F: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	52.489	0
ENOG4105E4F: NO_NAME|unclassified	11.289	0
ENOG4105E4G: NO_NAME	11.217	0
ENOG4105E4G: NO_NAME|unclassified	11.217	0
ENOG4105E4M: NO_NAME	6.672	0
ENOG4105E4M: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	6.672	0
ENOG4105E4Z: NO_NAME	61.148	0
ENOG4105E4Z: NO_NAME|g__Escherichia.s__Escherichia_coli	25.15	0
ENOG4105E4Z: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	35.998	0
ENOG4105E51: NO_NAME	14.312	0
ENOG4105E51: NO_NAME|g__Escherichia.s__Escherichia_coli	14.312	0
ENOG4105E53: NO_NAME	4.365	0
ENOG4105E53: NO_NAME|unclassified	4.365	0
ENOG4105E55: NO_NAME	33.464	0
ENOG4105E55: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	33.464	0
ENOG4105E5M: NO_NAME	30.881	0
ENOG4105E5M: NO_NAME|unclassified	30.881	0
ENOG4105E5Q: NO_NAME	39.562	0
ENOG4105E5Q: NO_NAME|g__Escherichia.s__Escherichia_coli	26.378	0
ENOG4105E5Q: NO_NAME|unclassified	13.184	0
ENOG4105E5V: NO_NAME	109.345	0
ENOG4105E5V: NO_NAME|g__Escherichia.s__Escherichia_coli	109.345	0
ENOG4105E5W: NO_NAME	12.928	0
ENOG4105E5W: NO_NAME|g__Escherichia.s__Escherichia_coli	12.928	0
ENOG4105E5Z: NO_NAME	47.887	0
ENOG4105E5Z: NO_NAME|g__Escherichia.s__Escherichia_coli	24.171	0
ENOG4105E5Z: NO_NAME|unclassified	23.716	0
ENOG4105E66: NO_NAME	175.999	0
ENOG4105E66: NO_NAME|g__Escherichia.s__Escherichia_coli	32.69	0
ENOG4105E66: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	143.309	0
ENOG4105E6K: NO_NAME	17.743	0
ENOG4105E6K: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	13.454	0
ENOG4105E6K: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	4.289	0
ENOG4105E6X: NO_NAME	13.633	0
ENOG4105E6X: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	13.633	0
ENOG4105E78: NO_NAME	138.142	0
ENOG4105E78: NO_NAME|g__Escherichia.s__Escherichia_coli	37.816	0
ENOG4105E78: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	100.326	0
ENOG4105E7A: NO_NAME	16.914	0
ENOG4105E7A: NO_NAME|g__Escherichia.s__Escherichia_coli	16.914	0
ENOG4105E89: NO_NAME	38.526	0
ENOG4105E89: NO_NAME|g__Escherichia.s__Escherichia_coli	38.526	0
ENOG4105E8T: NO_NAME	31.576	0
ENOG4105E8T: NO_NAME|unclassified	31.576	0
ENOG4105E90: NO_NAME	12.248	0
ENOG4105E90: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	12.248	0
ENOG4105E93: NO_NAME	13.082	0
ENOG4105E93: NO_NAME|g__Escherichia.s__Escherichia_coli	13.082	0
ENOG4105E98: NO_NAME	804.564	0
ENOG4105E98: NO_NAME|g__Escherichia.s__Escherichia_coli	74.001	0
ENOG4105E98: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	730.563	0
ENOG4105E99: NO_NAME	51.152	0
ENOG4105E99: NO_NAME|g__Escherichia.s__Escherichia_coli	51.152	0
ENOG4105E9H: NO_NAME	29.281	0
ENOG4105E9H: NO_NAME|g__Escherichia.s__Escherichia_coli	29.281	0
ENOG4105E9K: NO_NAME	43.814	0
ENOG4105E9K: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	4.421	0
ENOG4105E9K: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	39.393	0
ENOG4105E9S: NO_NAME	14.528	0
ENOG4105E9S: NO_NAME|g__Escherichia.s__Escherichia_coli	14.528	0
ENOG4105E9V: NO_NAME	46.044	0
ENOG4105E9V: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	20.774	0
ENOG4105E9V: NO_NAME|g__Escherichia.s__Escherichia_coli	25.27	0
ENOG4105E9Z: NO_NAME	129.397	0
ENOG4105E9Z: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	129.397	0
ENOG4105EAC: NO_NAME	39.4	0
ENOG4105EAC: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	17.152	0
ENOG4105EAC: NO_NAME|g__Escherichia.s__Escherichia_coli	22.249	0
ENOG4105EAD: NO_NAME	31.471	0
ENOG4105EAD: NO_NAME|unclassified	31.471	0
ENOG4105EAH: NO_NAME	36.678	0
ENOG4105EAH: NO_NAME|g__Escherichia.s__Escherichia_coli	36.678	0
ENOG4105EAK: NO_NAME	105.01	0
ENOG4105EAK: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	52.838	0
ENOG4105EAK: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	52.172	0
ENOG4105EAQ: NO_NAME	61.22	0
ENOG4105EAQ: NO_NAME|g__Escherichia.s__Escherichia_coli	61.22	0
ENOG4105EBE: NO_NAME	27.268	0
ENOG4105EBE: NO_NAME|g__Escherichia.s__Escherichia_coli	27.268	0
ENOG4105EBH: NO_NAME	20.73	0
ENOG4105EBH: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.73	0
ENOG4105EBK: NO_NAME	52.669	0
ENOG4105EBK: NO_NAME|g__Escherichia.s__Escherichia_coli	52.669	0
ENOG4105ECJ: NO_NAME	14.86	0
ENOG4105ECJ: NO_NAME|g__Escherichia.s__Escherichia_coli	14.86	0
ENOG4105ECM: NO_NAME	99.252	0
ENOG4105ECM: NO_NAME|g__Escherichia.s__Escherichia_coli	99.252	0
ENOG4105ECW: NO_NAME	74.572	0
ENOG4105ECW: NO_NAME|g__Escherichia.s__Escherichia_coli	74.572	0
ENOG4105ED0: NO_NAME	29.355	0
ENOG4105ED0: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	29.355	0
ENOG4105ED1: NO_NAME	58.779	0
ENOG4105ED1: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	15.997	0
ENOG4105ED1: NO_NAME|g__Escherichia.s__Escherichia_coli	26.199	0
ENOG4105ED1: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	16.583	0
ENOG4105ED4: NO_NAME	88.52	0
ENOG4105ED4: NO_NAME|g__Escherichia.s__Escherichia_coli	61.519	0
ENOG4105ED4: NO_NAME|unclassified	27.001	0
ENOG4105EE0: NO_NAME	13.726	0
ENOG4105EE0: NO_NAME|unclassified	13.726	0
ENOG4105EE4: NO_NAME	14.857	0
ENOG4105EE4: NO_NAME|unclassified	14.857	0
ENOG4105EE5: NO_NAME	31.682	0
ENOG4105EE5: NO_NAME|g__Escherichia.s__Escherichia_coli	31.682	0
ENOG4105EEE: NO_NAME	76.59	0
ENOG4105EEE: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	76.59	0
ENOG4105EFS: NO_NAME	49.339	0
ENOG4105EFS: NO_NAME|g__Escherichia.s__Escherichia_coli	49.339	0
ENOG4105EFU: NO_NAME	65.411	0
ENOG4105EFU: NO_NAME|g__Escherichia.s__Escherichia_coli	42.034	0
ENOG4105EFU: NO_NAME|unclassified	23.378	0
ENOG4105EFV: NO_NAME	78.923	0
ENOG4105EFV: NO_NAME|g__Escherichia.s__Escherichia_coli	78.923	0
ENOG4105EGB: NO_NAME	30.681	0
ENOG4105EGB: NO_NAME|g__Escherichia.s__Escherichia_coli	30.681	0
ENOG4105EGK: NO_NAME	11.863	0
ENOG4105EGK: NO_NAME|unclassified	11.863	0
ENOG4105EGZ: NO_NAME	20.413	0
ENOG4105EGZ: NO_NAME|g__Escherichia.s__Escherichia_coli	20.413	0
ENOG4105EH2: NO_NAME	13.4	0
ENOG4105EH2: NO_NAME|g__Escherichia.s__Escherichia_coli	13.4	0
ENOG4105EHH: NO_NAME	36.692	0
ENOG4105EHH: NO_NAME|g__Escherichia.s__Escherichia_coli	36.692	0
ENOG4105EHM: NO_NAME	18.776	0
ENOG4105EHM: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	18.776	0
ENOG4105EI2: NO_NAME	49.675	0
ENOG4105EI2: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	49.675	0
ENOG4105EI3: NO_NAME	53.036	0
ENOG4105EI3: NO_NAME|g__Escherichia.s__Escherichia_coli	53.036	0
ENOG4105EIF: NO_NAME	52.983	0
ENOG4105EIF: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	39.932	0
ENOG4105EIF: NO_NAME|g__Escherichia.s__Escherichia_coli	13.051	0
ENOG4105EIP: NO_NAME	56.517	0
ENOG4105EIP: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	41.611	0
ENOG4105EIP: NO_NAME|unclassified	14.906	0
ENOG4105EIS: NO_NAME	23.986	0
ENOG4105EIS: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	15.823	0
ENOG4105EIS: NO_NAME|unclassified	8.163	0
ENOG4105EIZ: NO_NAME	3.921	0
ENOG4105EIZ: NO_NAME|unclassified	3.921	0
ENOG4105EJ2: NO_NAME	47.437	0
ENOG4105EJ2: NO_NAME|g__Escherichia.s__Escherichia_coli	47.437	0
ENOG4105EJ3: NO_NAME	25.042	0
ENOG4105EJ3: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	25.042	0
ENOG4105EJ7: NO_NAME	65.837	0
ENOG4105EJ7: NO_NAME|g__Escherichia.s__Escherichia_coli	65.837	0
ENOG4105EJU: NO_NAME	27.343	0
ENOG4105EJU: NO_NAME|g__Escherichia.s__Escherichia_coli	27.343	0
ENOG4105EK0: NO_NAME	19.417	0
ENOG4105EK0: NO_NAME|g__Escherichia.s__Escherichia_coli	19.417	0
ENOG4105EK3: NO_NAME	20.348	0
ENOG4105EK3: NO_NAME|g__Escherichia.s__Escherichia_coli	20.348	0
ENOG4105EKD: NO_NAME	60.673	0
ENOG4105EKD: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	60.673	0
ENOG4105EKF: NO_NAME	38.491	0
ENOG4105EKF: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	38.491	0
ENOG4105EM7: NO_NAME	2.935	0
ENOG4105EM7: NO_NAME|unclassified	2.935	0
ENOG4105EMA: NO_NAME	55.794	0
ENOG4105EMA: NO_NAME|g__Escherichia.s__Escherichia_coli	55.794	0
ENOG4105EMF: NO_NAME	103.888	0
ENOG4105EMF: NO_NAME|g__Escherichia.s__Escherichia_coli	34.863	0
ENOG4105EMF: NO_NAME|unclassified	69.025	0
ENOG4105EMK: NO_NAME	69.329	0
ENOG4105EMK: NO_NAME|g__Escherichia.s__Escherichia_coli	59.126	0
ENOG4105EMK: NO_NAME|unclassified	10.203	0
ENOG4105EMN: NO_NAME	55.188	0
ENOG4105EMN: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	55.188	0
ENOG4105EMP: NO_NAME	123.486	0
ENOG4105EMP: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	123.486	0
ENOG4105EMU: NO_NAME	29.216	0
ENOG4105EMU: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	29.216	0
ENOG4105EMY: NO_NAME	105.966	0
ENOG4105EMY: NO_NAME|g__Escherichia.s__Escherichia_coli	18.535	0
ENOG4105EMY: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	87.431	0
ENOG4105EN6: NO_NAME	191.415	0
ENOG4105EN6: NO_NAME|g__Escherichia.s__Escherichia_coli	49.122	0
ENOG4105EN6: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	142.293	0
ENOG4105ENJ: NO_NAME	47.825	0
ENOG4105ENJ: NO_NAME|g__Escherichia.s__Escherichia_coli	33.311	0
ENOG4105ENJ: NO_NAME|unclassified	14.513	0
ENOG4105ENN: NO_NAME	36.036	0
ENOG4105ENN: NO_NAME|g__Escherichia.s__Escherichia_coli	36.036	0
ENOG4105ENV: NO_NAME	33.556	0
ENOG4105ENV: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	12.799	0
ENOG4105ENV: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	20.757	0
ENOG4105ENX: NO_NAME	20.314	0
ENOG4105ENX: NO_NAME|g__Escherichia.s__Escherichia_coli	20.314	0
ENOG4105EP1: NO_NAME	8.694	0
ENOG4105EP1: NO_NAME|unclassified	8.694	0
ENOG4105EPH: NO_NAME	23.237	0
ENOG4105EPH: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	23.237	0
ENOG4105EPW: NO_NAME	13.978	0
ENOG4105EPW: NO_NAME|unclassified	13.978	0
ENOG4105EQ0: NO_NAME	14.941	0
ENOG4105EQ0: NO_NAME|g__Escherichia.s__Escherichia_coli	14.941	0
ENOG4105EQR: NO_NAME	70.352	0
ENOG4105EQR: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	70.352	0
ENOG4105EQX: NO_NAME	9.236	0
ENOG4105EQX: NO_NAME|g__Escherichia.s__Escherichia_coli	9.236	0
ENOG4105ERF: NO_NAME	10.132	0
ENOG4105ERF: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	10.132	0
ENOG4105ERH: NO_NAME	13.486	0
ENOG4105ERH: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	13.486	0
ENOG4105ERU: NO_NAME	16.24	0
ENOG4105ERU: NO_NAME|g__Escherichia.s__Escherichia_coli	16.24	0
ENOG4105ES3: NO_NAME	1798.726	0
ENOG4105ES3: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	1691.747	0
ENOG4105ES3: NO_NAME|g__Escherichia.s__Escherichia_coli	82.407	0
ENOG4105ES3: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	24.571	0
ENOG4105EST: NO_NAME	107.096	0
ENOG4105EST: NO_NAME|g__Escherichia.s__Escherichia_coli	107.096	0
ENOG4105ESV: NO_NAME	30.15	0
ENOG4105ESV: NO_NAME|g__Escherichia.s__Escherichia_coli	22.026	0
ENOG4105ESV: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	8.124	0
ENOG4105ET3: NO_NAME	26.813	0
ENOG4105ET3: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	26.813	0
ENOG4105ETE: NO_NAME	74.689	0
ENOG4105ETE: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	16.828	0
ENOG4105ETE: NO_NAME|g__Escherichia.s__Escherichia_coli	49.825	0
ENOG4105ETE: NO_NAME|unclassified	8.036	0
ENOG4105ETP: NO_NAME	35.316	0
ENOG4105ETP: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	35.316	0
ENOG4105EUJ: NO_NAME	138.727	0
ENOG4105EUJ: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	100.132	0
ENOG4105EUJ: NO_NAME|unclassified	38.595	0
ENOG4105EUR: NO_NAME	22.136	0
ENOG4105EUR: NO_NAME|g__Escherichia.s__Escherichia_coli	22.136	0
ENOG4105EUU: NO_NAME	46.081	0
ENOG4105EUU: NO_NAME|g__Escherichia.s__Escherichia_coli	46.081	0
ENOG4105EV2: NO_NAME	107.862	0
ENOG4105EV2: NO_NAME|g__Escherichia.s__Escherichia_coli	3.11	0
ENOG4105EV2: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	104.752	0
ENOG4105EV4: NO_NAME	17.836	0
ENOG4105EV4: NO_NAME|g__Escherichia.s__Escherichia_coli	17.836	0
ENOG4105EV5: NO_NAME	42.106	0
ENOG4105EV5: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	42.106	0
ENOG4105EVY: NO_NAME	30.371	0
ENOG4105EVY: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	30.371	0
ENOG4105EWK: NO_NAME	5.98	0
ENOG4105EWK: NO_NAME|unclassified	5.98	0
ENOG4105EWT: NO_NAME	25.907	0
ENOG4105EWT: NO_NAME|unclassified	25.907	0
ENOG4105EXN: NO_NAME	54.921	0
ENOG4105EXN: NO_NAME|g__Escherichia.s__Escherichia_coli	54.921	0
ENOG4105EXU: NO_NAME	17.931	0
ENOG4105EXU: NO_NAME|g__Corynebacterium.s__Corynebacterium_glutamicum	17.931	0
ENOG4105EXV: NO_NAME	8.833	0
ENOG4105EXV: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	8.833	0
ENOG4105EY2: NO_NAME	45.83	0
ENOG4105EY2: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	15.346	0
ENOG4105EY2: NO_NAME|g__Escherichia.s__Escherichia_coli	30.484	0
ENOG4105EY8: NO_NAME	51.425	0
ENOG4105EY8: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	51.425	0
ENOG4105EYA: NO_NAME	19.558	0
ENOG4105EYA: NO_NAME|g__Escherichia.s__Escherichia_coli	19.558	0
ENOG4105EYH: NO_NAME	26.493	0
ENOG4105EYH: NO_NAME|g__Escherichia.s__Escherichia_coli	26.493	0
ENOG4105EYU: NO_NAME	22.686	0
ENOG4105EYU: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	22.686	0
ENOG4105EZE: NO_NAME	66.724	0
ENOG4105EZE: NO_NAME|g__Escherichia.s__Escherichia_coli	66.724	0
ENOG4105EZI: NO_NAME	35.944	0
ENOG4105EZI: NO_NAME|g__Escherichia.s__Escherichia_coli	35.944	0
ENOG4105F03: NO_NAME	25.489	0
ENOG4105F03: NO_NAME|unclassified	25.489	0
ENOG4105F0N: NO_NAME	19.804	0
ENOG4105F0N: NO_NAME|g__Escherichia.s__Escherichia_coli	19.804	0
ENOG4105F10: NO_NAME	33.646	0
ENOG4105F10: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	15.021	0
ENOG4105F10: NO_NAME|g__Escherichia.s__Escherichia_coli	18.625	0
ENOG4105F11: NO_NAME	11.766	0
ENOG4105F11: NO_NAME|g__Escherichia.s__Escherichia_coli	11.766	0
ENOG4105F1A: NO_NAME	53.466	0
ENOG4105F1A: NO_NAME|g__Escherichia.s__Escherichia_coli	35.399	0
ENOG4105F1A: NO_NAME|unclassified	18.067	0
ENOG4105F1R: NO_NAME	117.963	0
ENOG4105F1R: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	14.764	0
ENOG4105F1R: NO_NAME|g__Escherichia.s__Escherichia_coli	74.345	0
ENOG4105F1R: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	28.854	0
ENOG4105F27: NO_NAME	47.108	0
ENOG4105F27: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	38.018	0
ENOG4105F27: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	9.09	0
ENOG4105F2E: NO_NAME	24.055	0
ENOG4105F2E: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	24.055	0
ENOG4105F2W: NO_NAME	48.141	0
ENOG4105F2W: NO_NAME|g__Escherichia.s__Escherichia_coli	48.141	0
ENOG4105F32: NO_NAME	13.028	0
ENOG4105F32: NO_NAME|g__Escherichia.s__Escherichia_coli	13.028	0
ENOG4105F35: NO_NAME	34.557	0
ENOG4105F35: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	34.557	0
ENOG4105F3K: NO_NAME	58.492	0
ENOG4105F3K: NO_NAME|g__Escherichia.s__Escherichia_coli	58.492	0
ENOG4105F3T: NO_NAME	22.363	0
ENOG4105F3T: NO_NAME|g__Escherichia.s__Escherichia_coli	22.363	0
ENOG4105F3Z: NO_NAME	27.737	0
ENOG4105F3Z: NO_NAME|g__Polaromonas.s__Polaromonas_naphthalenivorans	27.737	0
ENOG4105F4C: NO_NAME	53.791	0
ENOG4105F4C: NO_NAME|g__Staphylococcus.s__Staphylococcus_epidermidis	53.791	0
ENOG4105F4R: NO_NAME	126.777	0
ENOG4105F4R: NO_NAME|g__Escherichia.s__Escherichia_coli	126.777	0
ENOG4105F52: NO_NAME	17.773	0
ENOG4105F52: NO_NAME|unclassified	17.773	0
ENOG4105F59: NO_NAME	78.735	0
ENOG4105F59: NO_NAME|g__Chromobacterium.s__Chromobacterium_violaceum	58.609	0
ENOG4105F59: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	20.126	0
ENOG4105F5R: NO_NAME	14.924	0
ENOG4105F5R: NO_NAME|unclassified	14.924	0
ENOG4105F64: NO_NAME	16.773	0
ENOG4105F64: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	16.773	0
ENOG4105F7F: NO_NAME	5.705	0
ENOG4105F7F: NO_NAME|unclassified	5.705	0
ENOG4105F7M: NO_NAME	16.253	0
ENOG4105F7M: NO_NAME|g__Roseobacter.s__Roseobacter_denitrificans	16.253	0
ENOG4105F7V: NO_NAME	188.922	0
ENOG4105F7V: NO_NAME|g__Escherichia.s__Escherichia_coli	188.922	0
