# Gene Family	SRS1007613.go	tiny-test-data-mt.go
GO:0016209: [MF] antioxidant activity|g__Corynebacterium.s__Corynebacterium_glutamicum	34.525	0
GO:0016209: [MF] antioxidant activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	142.7	0
GO:0016212: [MF] kynurenine-oxoglutarate transaminase activity	13.3	0
GO:0016212: [MF] kynurenine-oxoglutarate transaminase activity|g__Escherichia.s__Escherichia_coli	8.567	0
GO:0016212: [MF] kynurenine-oxoglutarate transaminase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	4.733	0
GO:0016226: [BP] iron-sulfur cluster assembly	1257.575	0
GO:0016226: [BP] iron-sulfur cluster assembly|g__Chromobacterium.s__Chromobacterium_violaceum	607.995	0
GO:0016226: [BP] iron-sulfur cluster assembly|g__Corynebacterium.s__Corynebacterium_glutamicum	54.72	0
GO:0016226: [BP] iron-sulfur cluster assembly|g__Escherichia.s__Escherichia_coli	150.653	0
GO:0016226: [BP] iron-sulfur cluster assembly|g__Polaromonas.s__Polaromonas_naphthalenivorans	132.815	0
GO:0016226: [BP] iron-sulfur cluster assembly|unclassified	311.392	0
GO:0016259: [BP] selenocysteine metabolic process	2.935	0
GO:0016259: [BP] selenocysteine metabolic process|unclassified	2.935	0
GO:0016260: [BP] selenocysteine biosynthetic process	51.211	0
GO:0016260: [BP] selenocysteine biosynthetic process|g__Chromobacterium.s__Chromobacterium_violaceum	31.32	0
GO:0016260: [BP] selenocysteine biosynthetic process|unclassified	19.89	0
GO:0016289: [MF] CoA hydrolase activity	89.843	0
GO:0016289: [MF] CoA hydrolase activity|g__Escherichia.s__Escherichia_coli	89.843	0
GO:0016290: [MF] palmitoyl-CoA hydrolase activity	61.445	0
GO:0016290: [MF] palmitoyl-CoA hydrolase activity|g__Escherichia.s__Escherichia_coli	61.445	0
GO:0016295: [MF] myristoyl-[acyl-carrier-protein] hydrolase activity	61.445	0
GO:0016295: [MF] myristoyl-[acyl-carrier-protein] hydrolase activity|g__Escherichia.s__Escherichia_coli	61.445	0
GO:0016296: [MF] palmitoyl-[acyl-carrier-protein] hydrolase activity	61.445	0
GO:0016296: [MF] palmitoyl-[acyl-carrier-protein] hydrolase activity|g__Escherichia.s__Escherichia_coli	61.445	0
GO:0016298: [MF] lipase activity	47.24	0
GO:0016298: [MF] lipase activity|g__Escherichia.s__Escherichia_coli	42.064	0
GO:0016298: [MF] lipase activity|unclassified	5.176	0
GO:0016301: [MF] kinase activity	3513.143	0
GO:0016301: [MF] kinase activity|g__Chromobacterium.s__Chromobacterium_violaceum	155.294	0
GO:0016301: [MF] kinase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	152.377	0
GO:0016301: [MF] kinase activity|g__Escherichia.s__Escherichia_coli	1819.413	0
GO:0016301: [MF] kinase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	128.767	0
GO:0016301: [MF] kinase activity|g__Roseobacter.s__Roseobacter_denitrificans	70.682	0
GO:0016301: [MF] kinase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	233.245	0
GO:0016301: [MF] kinase activity|unclassified	953.364	0
GO:0016310: [BP] phosphorylation	105.222	0
GO:0016310: [BP] phosphorylation|g__Escherichia.s__Escherichia_coli	62.207	0
GO:0016310: [BP] phosphorylation|unclassified	43.016	0
GO:0016311: [BP] dephosphorylation	240.551	0
GO:0016311: [BP] dephosphorylation|g__Chromobacterium.s__Chromobacterium_violaceum	50.311	0
GO:0016311: [BP] dephosphorylation|g__Corynebacterium.s__Corynebacterium_glutamicum	40.743	0
GO:0016311: [BP] dephosphorylation|g__Escherichia.s__Escherichia_coli	95.47	0
GO:0016311: [BP] dephosphorylation|unclassified	54.027	0
GO:0016405: [MF] CoA-ligase activity	4.876	0
GO:0016405: [MF] CoA-ligase activity|unclassified	4.876	0
GO:0016410: [MF] N-acyltransferase activity	216.352	0
GO:0016410: [MF] N-acyltransferase activity|g__Escherichia.s__Escherichia_coli	205.653	0
GO:0016410: [MF] N-acyltransferase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	10.7	0
GO:0016429: [MF] tRNA (adenine-N1-)-methyltransferase activity	17.878	0
GO:0016429: [MF] tRNA (adenine-N1-)-methyltransferase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	17.878	0
GO:0016430: [MF] tRNA (adenine-N6-)-methyltransferase activity	31.244	0
GO:0016430: [MF] tRNA (adenine-N6-)-methyltransferase activity|g__Escherichia.s__Escherichia_coli	31.244	0
GO:0016434: [MF] rRNA (cytosine) methyltransferase activity	50.133	0
GO:0016434: [MF] rRNA (cytosine) methyltransferase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	50.133	0
GO:0016437: [MF] tRNA cytidylyltransferase activity	43.835	0
GO:0016437: [MF] tRNA cytidylyltransferase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	43.835	0
GO:0016462: [MF] pyrophosphatase activity	189.588	0
GO:0016462: [MF] pyrophosphatase activity|g__Escherichia.s__Escherichia_coli	111.872	0
GO:0016462: [MF] pyrophosphatase activity|unclassified	77.716	0
GO:0016485: [BP] protein processing	115.493	0
GO:0016485: [BP] protein processing|g__Escherichia.s__Escherichia_coli	115.493	0
GO:0016491: [MF] oxidoreductase activity	9478.38	0
GO:0016491: [MF] oxidoreductase activity|g__Chromobacterium.s__Chromobacterium_violaceum	777.723	0
GO:0016491: [MF] oxidoreductase activity|g__Corynebacterium.s__Corynebacterium_glutamicum	782.667	0
GO:0016491: [MF] oxidoreductase activity|g__Escherichia.s__Escherichia_coli	3797.528	0
GO:0016491: [MF] oxidoreductase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	763.933	0
GO:0016491: [MF] oxidoreductase activity|g__Roseobacter.s__Roseobacter_denitrificans	556.552	0
GO:0016491: [MF] oxidoreductase activity|g__Staphylococcus.s__Staphylococcus_epidermidis	115.853	0
GO:0016491: [MF] oxidoreductase activity|unclassified	2684.125	0
GO:0016594: [MF] glycine binding	30.227	0
GO:0016594: [MF] glycine binding|unclassified	30.227	0
GO:0016597: [MF] amino acid binding	222.063	0
GO:0016597: [MF] amino acid binding|g__Chromobacterium.s__Chromobacterium_violaceum	48.809	0
GO:0016597: [MF] amino acid binding|g__Corynebacterium.s__Corynebacterium_glutamicum	27.89	0
GO:0016597: [MF] amino acid binding|g__Escherichia.s__Escherichia_coli	108.93	0
GO:0016597: [MF] amino acid binding|g__Staphylococcus.s__Staphylococcus_epidermidis	10.457	0
GO:0016597: [MF] amino acid binding|unclassified	25.977	0
GO:0016614: [MF] oxidoreductase activity, acting on CH-OH group of donors	96.983	0
GO:0016614: [MF] oxidoreductase activity, acting on CH-OH group of donors|g__Polaromonas.s__Polaromonas_naphthalenivorans	81.636	0
GO:0016614: [MF] oxidoreductase activity, acting on CH-OH group of donors|unclassified	15.347	0
GO:0016616: [MF] oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	372.614	0
GO:0016616: [MF] oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|g__Corynebacterium.s__Corynebacterium_glutamicum	11.326	0
GO:0016616: [MF] oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|g__Escherichia.s__Escherichia_coli	158.607	0
GO:0016616: [MF] oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|g__Polaromonas.s__Polaromonas_naphthalenivorans	50.721	0
GO:0016616: [MF] oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|g__Roseobacter.s__Roseobacter_denitrificans	127.264	0
GO:0016616: [MF] oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor|unclassified	24.696	0
GO:0016620: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	799.288	0
GO:0016620: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|g__Chromobacterium.s__Chromobacterium_violaceum	3.846	0
GO:0016620: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|g__Escherichia.s__Escherichia_coli	230.61	0
GO:0016620: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|g__Polaromonas.s__Polaromonas_naphthalenivorans	42.2	0
GO:0016620: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|g__Roseobacter.s__Roseobacter_denitrificans	3.362	0
GO:0016620: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|g__Staphylococcus.s__Staphylococcus_epidermidis	9.638	0
GO:0016620: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor|unclassified	509.633	0
GO:0016624: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor	11.189	0
GO:0016624: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor|g__Staphylococcus.s__Staphylococcus_epidermidis	11.189	0
GO:0016625: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor	29.936	0
GO:0016625: [MF] oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor|g__Escherichia.s__Escherichia_coli	29.936	0
GO:0016627: [MF] oxidoreductase activity, acting on the CH-CH group of donors	608.086	0
GO:0016627: [MF] oxidoreductase activity, acting on the CH-CH group of donors|g__Escherichia.s__Escherichia_coli	103.961	0
GO:0016627: [MF] oxidoreductase activity, acting on the CH-CH group of donors|g__Polaromonas.s__Polaromonas_naphthalenivorans	67.164	0
GO:0016627: [MF] oxidoreductase activity, acting on the CH-CH group of donors|g__Staphylococcus.s__Staphylococcus_epidermidis	151.465	0
GO:0016627: [MF] oxidoreductase activity, acting on the CH-CH group of donors|unclassified	285.497	0
GO:0016628: [MF] oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	91.756	0
GO:0016628: [MF] oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor|g__Chromobacterium.s__Chromobacterium_violaceum	42.863	0
GO:0016628: [MF] oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor|g__Corynebacterium.s__Corynebacterium_glutamicum	8.647	0
GO:0016628: [MF] oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor|g__Escherichia.s__Escherichia_coli	40.246	0
GO:0016631: [MF] enoyl-[acyl-carrier-protein] reductase activity	152.657	0
GO:0016631: [MF] enoyl-[acyl-carrier-protein] reductase activity|g__Chromobacterium.s__Chromobacterium_violaceum	7.82	0
GO:0016631: [MF] enoyl-[acyl-carrier-protein] reductase activity|g__Escherichia.s__Escherichia_coli	108.24	0
GO:0016631: [MF] enoyl-[acyl-carrier-protein] reductase activity|g__Polaromonas.s__Polaromonas_naphthalenivorans	36.596	0
GO:0016636: [MF] oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor	30.371	0
GO:0016636: [MF] oxidoreductase activity, acting on the CH-CH group of donors, iron-sulfur protein as acceptor|g__Roseobacter.s__Roseobacter_denitrificans	30.371	0
GO:0016639: [MF] oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor	20.97	0
GO:0016639: [MF] oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor|g__Roseobacter.s__Roseobacter_denitrificans	16.079	0
GO:0016639: [MF] oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor|unclassified	4.89	0
GO:0016645: [MF] oxidoreductase activity, acting on the CH-NH group of donors	91.349	0
GO:0016645: [MF] oxidoreductase activity, acting on the CH-NH group of donors|unclassified	91.349	0
GO:0016651: [MF] oxidoreductase activity, acting on NAD(P)H	201.844	0
GO:0016651: [MF] oxidoreductase activity, acting on NAD(P)H|g__Escherichia.s__Escherichia_coli	128.768	0
GO:0016651: [MF] oxidoreductase activity, acting on NAD(P)H|g__Staphylococcus.s__Staphylococcus_epidermidis	20.705	0
GO:0016651: [MF] oxidoreductase activity, acting on NAD(P)H|unclassified	52.371	0
GO:0016652: [MF] oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor	34.069	0
GO:0016652: [MF] oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor|g__Chromobacterium.s__Chromobacterium_violaceum	20.003	0
GO:0016652: [MF] oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.066	0
GO:0016655: [MF] oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	55.648	0
GO:0016655: [MF] oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor|unclassified	55.648	0
GO:0016661: [MF] oxidoreductase activity, acting on other nitrogenous compounds as donors	34.069	0
GO:0016661: [MF] oxidoreductase activity, acting on other nitrogenous compounds as donors|g__Chromobacterium.s__Chromobacterium_violaceum	20.003	0
GO:0016661: [MF] oxidoreductase activity, acting on other nitrogenous compounds as donors|g__Polaromonas.s__Polaromonas_naphthalenivorans	14.066	0
GO:0016668: [MF] oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	26.62	0
GO:0016668: [MF] oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor|g__Corynebacterium.s__Corynebacterium_glutamicum	7.791	0
GO:0016668: [MF] oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor|g__Staphylococcus.s__Staphylococcus_epidermidis	18.83	0
GO:0016671: [MF] oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	82.304	0
GO:0016671: [MF] oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor|g__Chromobacterium.s__Chromobacterium_violaceum	21.401	0
GO:0016671: [MF] oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor|g__Polaromonas.s__Polaromonas_naphthalenivorans	44.98	0
GO:0016671: [MF] oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor|unclassified	15.922	0
GO:0016672: [MF] oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor	45.995	0
GO:0016672: [MF] oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor|g__Escherichia.s__Escherichia_coli	11.832	0
GO:0016672: [MF] oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor|g__Polaromonas.s__Polaromonas_naphthalenivorans	20.484	0
GO:0016672: [MF] oxidoreductase activity, acting on a sulfur group of donors, quinone or similar compound as acceptor|unclassified	13.678	0
GO:0016682: [MF] oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	206.358	0
GO:0016682: [MF] oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor|g__Staphylococcus.s__Staphylococcus_epidermidis	156.256	0
GO:0016682: [MF] oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor|unclassified	50.102	0
GO:0016701: [MF] oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	88.918	0
GO:0016701: [MF] oxidoreductase activity, acting on single donors with incorporation of molecular oxygen|g__Chromobacterium.s__Chromobacterium_violaceum	57.396	0
GO:0016701: [MF] oxidoreductase activity, acting on single donors with incorporation of molecular oxygen|g__Escherichia.s__Escherichia_coli	31.523	0
GO:0016702: [MF] oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	49.223	0
GO:0016702: [MF] oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen|g__Chromobacterium.s__Chromobacterium_violaceum	49.223	0
GO:0016705: [MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	689.193	0
GO:0016705: [MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|g__Corynebacterium.s__Corynebacterium_glutamicum	71.295	0
GO:0016705: [MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|g__Escherichia.s__Escherichia_coli	285.277	0
GO:0016705: [MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|g__Roseobacter.s__Roseobacter_denitrificans	73.561	0
GO:0016705: [MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|g__Staphylococcus.s__Staphylococcus_epidermidis	58.39	0
GO:0016705: [MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|unclassified	200.669	0
GO:0016706: [MF] 2-oxoglutarate-dependent dioxygenase activity	2174.371	0
GO:0016706: [MF] 2-oxoglutarate-dependent dioxygenase activity|g__Escherichia.s__Escherichia_coli	2163.923	0
GO:0016706: [MF] 2-oxoglutarate-dependent dioxygenase activity|unclassified	10.448	0
GO:0016709: [MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	238.665	0
GO:0016709: [MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen|g__Chromobacterium.s__Chromobacterium_violaceum	52.838	0
GO:0016709: [MF] oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen|g__Escherichia.s__Escherichia_coli	116.234	0
